,utterance,intent
1507,i want to see all my transactions from now to 10 hours ago,get_transactions_start
1508,i like to know the about the transactions list of grocery shopping on this month,get_transactions_start
1509,Give me the expendetures for the past last week,get_transactions_start
1510,i want to see all my transactions from now to 100 days ago,get_transactions_start
1511,tell me my expendetures from my bar hops,get_transactions_start
1512,Do you know how many times I withdrew from the ATM,get_transactions_start
1513,hi tell me all about all my transactions in Washington for me,get_transactions_start
1514,show expendetures for last 11 days,get_transactions_start
1515,Show me my expenses from my checking account on georgia restaurants last year.,get_transactions_start
1516,show the expendetures from my debit card,get_transactions_start
1517,i need the statement for my credit card,get_transactions_start
1518,show transactions for last 6 days,get_transactions_start
1519,I need to know the purchases for all by bar hops,get_transactions_start
1520,what about the my expendetures list of last 5 days,get_transactions_start
1521,"hi there, currently on now wanting to view a list of all my purchases in Washington.",get_transactions_start
1522,I wanna be shown a list of my most recent purchases dating back to 30 days,get_transactions_start
1523,What are my last 10 expenditures,get_transactions_start
1524,I need to see the previous month's transactions from my credit card please.,get_transactions_start
1525,Show all purchases from Detroit.,get_transactions_start
1526,Print me my expendetures from now to 7 days ago.,get_transactions_start
1527,show me all my transactions over the last 7 days,get_transactions_start
1528,Show the transactions from my checking account.,get_transactions_start
1529,show me my transactions from my checking account for dairy queen in ann arbor the past 4 weeks,get_transactions_start
1530,provide me the transactions list of this Year,get_transactions_start
1531,Can I have a list of all my expendetures when I was in Canada?,get_transactions_start
1532,I would like to know the last set of purchases from my checking account,get_transactions_start
1533,Show me all expenses I made at Kohls.,get_transactions_start
1534,what are the fees that I got charged ,get_transactions_start
1535,Show me all the expenses I made outside the US.,get_transactions_start
1536,let me know the transactions for all by grocerie stores,get_transactions_start
1537,I wanna know the transactions for all by bar hops,get_transactions_start
1538,I wanna see all my transactions from now to 10 days ago,get_transactions_start
1539,wanting transactions for July 15th at Walmart for checking is done how here for this,get_transactions_start
1540,Show me all the return purchases in my account at Bealls.,get_transactions_start
1541,expendetures for gardening service,get_transactions_start
1542,Show me all my transactions for the last three weeks.,get_transactions_start
1543,"Can I see transactions for Toledo, OH?",get_transactions_start
1544,Can i see my transactions las week from my trip to california,get_transactions_start
